answer_concept_coverage,answer_deterministic_score,answer_latency_s,answer_path,atomic_support_proxy,behavior_ok,citation_precision_proxy,context_precision,context_recall,context_score,expected_behavior,family,id,judge_actionability,judge_answer_relevance,judge_citation_quality,judge_context_relevance,judge_faithfulness,judge_latency_s,judge_scientific_correctness,judge_score,judge_summary,judge_uncertainty_calibration,judge_unsupported_claims_count,overall_score,retrieval_mrr,retrieval_ndcg_at_10,retrieval_precision_at_10,retrieval_recall_at_10,retrieval_score,run_id,run_index,task_type
0.6666666666666666,0.9166666666666666,10.392103374993894,raw/tasks/d93_nu_minus2_hysteresis_caution/run_000/answer.md,0.8333333333333334,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,4,5,5,5,5,8.959917249972932,5,0.9714285714285714,"The answer correctly gives the cautious conclusion required: local evidence is not enough to claim a robust hysteretic nu=-2 magnetic state in D93. It grounds the conclusion in the supplied D93 graph claim, linked open question, and follow-up edge, and it appropriately distinguishes observation, inference, and uncertainty.",5,0,0.8262241346955046,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_000,0,claim_lookup
1.0,1.0,9.847401915991213,raw/tasks/d93_nu_minus2_hysteresis_caution/run_001/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,5,5,5,5,5,9.591623792017344,5,1.0,"The answer correctly gives the cautious conclusion that local evidence is insufficient to claim a robust hysteretic nu=-2 magnetic state in D93. It cites the directly relevant D93 claim, the linked open question, and the follow-up edge, and it preserves the key caveat that the feature is interesting but unresolved because hysteresis was not robust.",5,0,0.8542003251716951,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_001,1,claim_lookup
0.6666666666666666,0.9444444444444444,11.756790666957386,raw/tasks/d93_nu_minus2_hysteresis_caution/run_002/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,4,5,5,5,5,11.607402916997671,5,0.9714285714285714,"The answer correctly gives a cautious conclusion: local evidence is insufficient to claim a robust hysteretic nu=-2 magnetic state in D93. It cites the D93 deck-derived claim, the linked open question, and the graph edge noting hysteresis was not robust, and it appropriately distinguishes observation, inference, and uncertainty.",5,0,0.833168579139949,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_002,2,claim_lookup
0.6666666666666666,0.9444444444444444,9.879370791022666,raw/tasks/d93_nu_minus2_hysteresis_caution/run_003/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,4,5,5,5,5,8.105408583011013,5,0.9714285714285714,"The answer correctly takes a cautious stance: D93 has a near-nu=-2 RMCD/saturation-like feature, but the supplied context says hysteresis is not clear/robust and follow-up is needed. Claims are well supported and tied to the relevant graph node, edge, and deck provenance.",5,0,0.833168579139949,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_003,3,claim_lookup
0.6666666666666666,0.9444444444444444,23.946768582973164,raw/tasks/d93_nu_minus2_hysteresis_caution/run_004/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,4,5,5,5,5,6.8836085830116645,5,0.9714285714285714,"The answer correctly gives a cautious negative conclusion: local evidence is insufficient to claim D93 has a robust hysteretic nu=-2 magnetic state. It distinguishes observed RMCD/saturation-like D-field dependence from the missing clear hysteresis, cites the relevant D93 graph claim and open question, and notes appropriate evidence gaps.",5,0,0.833168579139949,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_004,4,claim_lookup
1.0,0.9666666666666667,11.598680791037623,raw/tasks/d93_nu_minus2_hysteresis_caution/run_005/answer.md,1.0,True,0.8,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,5,5,5,5,5,8.462183874973562,5,1.0,"The answer correctly gives a cautious negative conclusion: local evidence is insufficient to claim D93 has a robust hysteretic nu=-2 magnetic state. It distinguishes observation, inference, and uncertainty, cites the relevant D93 graph claim and follow-up edge, and names the missing evidence needed to strengthen the claim.",5,0,0.8458669918383618,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_005,5,claim_lookup
0.6666666666666666,0.9444444444444444,15.76780604099622,raw/tasks/d93_nu_minus2_hysteresis_caution/run_006/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,5,5,5,5,5,7.3459476249990985,5,1.0,"The answer correctly gives a cautious negative conclusion: local evidence for D93 shows an interesting near-nu=-2 RMCD/saturation-like feature but lacks robust hysteresis, so the robust hysteretic magnetic-state claim is not established. It cites the relevant D93 claim, open question, and graph edge, and gives appropriate follow-up caveats.",5,0,0.8403114362828061,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_006,6,claim_lookup
0.6666666666666666,0.9444444444444444,9.830462708952837,raw/tasks/d93_nu_minus2_hysteresis_caution/run_007/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,5,5,5,5,5,5.487901082960889,5,1.0,"The answer correctly gives the cautious conclusion required by the rubric: there is not enough local evidence to claim a robust hysteretic nu=-2 magnetic state in D93. It directly cites the relevant D93 graph claim, open question, and follow-up edge, keeps observation/inference/uncertainty distinct, and avoids forbidden overconfident terms.",5,0,0.8403114362828061,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_007,7,claim_lookup
0.6666666666666666,0.9444444444444444,10.678103791025933,raw/tasks/d93_nu_minus2_hysteresis_caution/run_008/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,5,5,5,5,5,6.719822499959264,5,1.0,"The answer correctly gives a cautious negative conclusion: local evidence is insufficient to claim a robust hysteretic nu=-2 magnetic state in D93. It cites the specific D93 claim, open question, and graph edge showing lack of clear/robust hysteresis, distinguishes observation from inference, and identifies needed follow-up evidence.",5,0,0.8403114362828061,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_008,8,claim_lookup
0.6666666666666666,0.9444444444444444,10.316416540998034,raw/tasks/d93_nu_minus2_hysteresis_caution/run_009/answer.md,1.0,True,1.0,0.18571428571428572,1.0,0.5928571428571429,caution,uncertainty,d93_nu_minus2_hysteresis_caution,5,5,5,5,5,7.357927290955558,5,1.0,"The answer correctly takes the cautious position required by the task: local D93 evidence supports a possible near-nu=-2 RMCD magnetic/saturation feature but not a robust hysteretic state. It cites the relevant D93 claim, linked open question, and follow-up edge, and clearly states the missing evidence and controls needed before claiming robustness.",5,0,0.8403114362828061,1.0,0.9197207891481876,0.2,1.0,0.8239441578296375,d93_nu_minus2_hysteresis_caution__run_009,9,claim_lookup
